_id: 67007855bff50e2c87c7b320, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b495, age: 16, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: false, P4: true, P5: true, P6: true, P7: true, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: true, P15: true, P16: false, P17: true, P18: false, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: true, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b496, age: 16, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: true, P3: false, P4: true, P5: false, P6: false, P7: true, P8: false, P9: false, P10: false, P11: true, P12: true, P13: true, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b497, age: 16, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: La Arena, P1: true, P2: true, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: true, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b498, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: true, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b499, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: true, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: false, P13: true, P14: false, P15: true, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b49a, age: 16, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b49b, age: 14, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: true, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b49c, age: 15, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: La Arena, P1: true, P2: true, P3: true, P4: false, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: true, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b49d, age: 16, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: true, P3: false, P4: true, P5: false, P6: true, P7: true, P8: false, P9: true, P10: false, P11: true, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: true, P24: true, P25: false, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b49e, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: true, P3: true, P4: false, P5: false, P6: true, P7: false, P8: true, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: true, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b49f, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: false, P13: true, P14: true, P15: false, P16: false, P17: true, P18: true, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: true, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4a0, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4a1, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: true, P4: false, P5: false, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: true, P16: true, P17: true, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: true, P25: false, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b4a2, age: 13, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: true, P4: false, P5: true, P6: true, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b4a3, age: 14, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: true, P14: true, P15: true, P16: false, P17: true, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b4a4, age: 14, school: IE Susana Wesley, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: true, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4a6, age: 15, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: true, P15: true, P16: false, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4a7, age: 16, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: false, P5: false, P6: true, P7: false, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b4a8, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: false, P3: true, P4: true, P5: true, P6: false, P7: false, P8: true, P9: false, P10: false, P11: true, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b4a9, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: true, P2: false, P3: false, P4: false, P5: true, P6: false, P7: true, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: false, P26: false, P27: true, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b4aa, age: 14, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: true, P2: false, P3: true, P4: true, P5: false, P6: false, P7: true, P8: true, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: true, P16: false, P17: true, P18: false, P19: true, P20: false, P21: true, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b4ab, age: 14, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: true, P3: true, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: true, P11: false, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b4ac, age: 15, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: true, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b4ad, age: 15, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: true, P18: true, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: true, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b4ae, age: 16, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b4af, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: true, P2: false, P3: false, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: true, P20: false, P21: false, P22: false, P23: false, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4b0, age: 14, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: true, P2: false, P3: false, P4: true, P5: false, P6: true, P7: false, P8: true, P9: true, P10: false, P11: true, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: true, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4b1, age: 15, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: true, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: false, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4b2, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b4b3, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: true, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: true, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4b4, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: true, P2: false, P3: true, P4: false, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: true, P17: true, P18: true, P19: true, P20: true, P21: true, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4b5, age: 12, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: true, P20: true, P21: false, P22: false, P23: false, P24: true, P25: true, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4b6, age: 15, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: true, P2: true, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: true, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b4b7, age: 16, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: true, P9: false, P10: false, P11: true, P12: false, P13: true, P14: true, P15: true, P16: false, P17: true, P18: true, P19: true, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b4b8, age: 15, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: true, P2: false, P3: false, P4: true, P5: false, P6: true, P7: true, P8: true, P9: true, P10: true, P11: false, P12: true, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4b9, age: 14, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: true, P4: false, P5: false, P6: false, P7: true, P8: false, P9: true, P10: false, P11: true, P12: true, P13: true, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: true, P21: true, P22: false, P23: true, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4ba, age: 16, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: true, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4bb, age: 13, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: false, P13: false, P14: true, P15: true, P16: true, P17: true, P18: false, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b4bc, age: 14, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: La Arena, P1: false, P2: true, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: true, P11: true, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4bd, age: 13, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: true, P10: true, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4be, age: 13, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: Castilla, P1: false, P2: true, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b4bf, age: 13, school: IE San José de Tarbes, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b448, age: 12, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: La Unión, P1: false, P2: true, P3: true, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: true, P12: true, P13: true, P14: false, P15: false, P16: true, P17: false, P18: true, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: true, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b449, age: 16, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b44a, age: 14, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: false, P1: true, P2: true, P3: false, P4: true, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: true, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b44b, age: 13, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: true, P26: false, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b44c, age: 14, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: false, P2: true, P3: false, P4: true, P5: false, P6: false, P7: true, P8: false, P9: true, P10: true, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b44d, age: 16, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: false, P2: true, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: true, P15: false, P16: true, P17: true, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b44e, age: 13, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: true, P4: false, P5: true, P6: true, P7: true, P8: true, P9: false, P10: false, P11: true, P12: false, P13: false, P14: true, P15: false, P16: true, P17: true, P18: false, P19: false, P20: true, P21: true, P22: false, P23: true, P24: true, P25: false, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b44f, age: 15, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: true, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b450, age: 12, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: true, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: true, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b451, age: 12, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: false, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: true, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b452, age: 15, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: La Unión, P1: true, P2: true, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: true, P17: true, P18: true, P19: false, P20: false, P21: true, P22: true, P23: true, P24: true, P25: false, P26: true, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b453, age: 13, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: false, P4: false, P5: false, P6: false, P7: true, P8: true, P9: false, P10: true, P11: false, P12: false, P13: false, P14: true, P15: true, P16: false, P17: false, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b454, age: 16, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: true, P1: true, P2: false, P3: true, P4: false, P5: false, P6: false, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: false, P19: false, P20: true, P21: false, P22: true, P23: false, P24: true, P25: false, P26: true, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b455, age: 14, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: false, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: true, P8: true, P9: true, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b456, age: 13, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: true, P4: false, P5: false, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: true, P13: true, P14: false, P15: true, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b457, age: 16, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: false, P1: true, P2: false, P3: false, P4: false, P5: false, P6: true, P7: true, P8: true, P9: false, P10: true, P11: false, P12: false, P13: true, P14: false, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b458, age: 15, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: true, P18: true, P19: true, P20: false, P21: false, P22: true, P23: true, P24: false, P25: true, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b459, age: 15, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: true, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: true, P13: true, P14: true, P15: true, P16: true, P17: true, P18: false, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b45a, age: 15, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: true, P24: true, P25: true, P26: false, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b45b, age: 12, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: true, P4: false, P5: true, P6: false, P7: true, P8: true, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: true, P16: true, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b45c, age: 12, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: true, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: true, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b45d, age: 16, school: IEP San José Obrero, typeOfSchool: Particular, province: Piura, district: true, P1: true, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: false, P11: true, P12: true, P13: true, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
